DaystoDepart,RoundTrip,SeatClass,Time,Price
15,FALSE,Business,Afternoon,403
15,FALSE,Business,Evening,403
15,TRUE,Business,Morning,615
15,TRUE,Business,Afternoon,615
15,TRUE,Business,Evening,615
15,FALSE,FirstClass,Morning,403
15,FALSE,FirstClass,Afternoon,403
15,FALSE,FirstClass,Evening,403
15,TRUE,FirstClass,Morning,615
15,TRUE,FirstClass,Afternoon,615
15,TRUE,FirstClass,Evening,615
16,FALSE,Economy,Morning,239
16,FALSE,Economy,Afternoon,239
16,FALSE,Economy,Evening,239
16,TRUE,Economy,Morning,209
16,TRUE,Economy,Afternoon,209
16,TRUE,Economy,Evening,209
16,FALSE,Business,Morning,403
16,FALSE,Business,Afternoon,403
16,FALSE,Business,Evening,403
16,TRUE,Business,Morning,597
16,TRUE,Business,Afternoon,597
16,TRUE,Business,Evening,597
16,FALSE,FirstClass,Morning,403
16,FALSE,FirstClass,Afternoon,403
16,FALSE,FirstClass,Evening,403
16,TRUE,FirstClass,Morning,597
16,TRUE,FirstClass,Afternoon,597
16,TRUE,FirstClass,Evening,597
17,FALSE,Economy,Morning,239
17,FALSE,Economy,Afternoon,239
17,FALSE,Economy,Evening,239
17,TRUE,Economy,Morning,341
17,TRUE,Economy,Afternoon,341
17,TRUE,Economy,Evening,341
17,FALSE,Business,Morning,403
17,FALSE,Business,Afternoon,403
17,FALSE,Business,Evening,403
17,TRUE,Business,Morning,768
17,TRUE,Business,Afternoon,768
17,TRUE,Business,Evening,768
17,FALSE,FirstClass,Morning,403
17,FALSE,FirstClass,Afternoon,403
17,FALSE,FirstClass,Evening,403
17,TRUE,FirstClass,Morning,768
17,TRUE,FirstClass,Afternoon,768
17,TRUE,FirstClass,Evening,768
18,FALSE,Economy,Morning,239
18,FALSE,Economy,Afternoon,239
18,FALSE,Economy,Evening,210
18,TRUE,Economy,Morning,337
18,TRUE,Economy,Afternoon,337
18,TRUE,Economy,Evening,337
18,FALSE,Business,Morning,403
18,FALSE,Business,Afternoon,403
18,FALSE,Business,Evening,403
18,TRUE,Business,Morning,754
18,TRUE,Business,Afternoon,775
18,TRUE,Business,Evening,754
18,FALSE,FirstClass,Morning,403
18,FALSE,FirstClass,Afternoon,403
18,FALSE,FirstClass,Evening,403
18,TRUE,FirstClass,Morning,754
18,TRUE,FirstClass,Afternoon,775
18,TRUE,FirstClass,Evening,754
19,FALSE,Economy,Morning,204
19,FALSE,Economy,Afternoon,187
19,FALSE,Economy,Evening,167
19,TRUE,Economy,Morning,277
19,TRUE,Economy,Afternoon,293
19,TRUE,Economy,Evening,293
19,FALSE,Business,Morning,383
19,FALSE,Business,Afternoon,383
19,FALSE,Business,Evening,383
19,TRUE,Business,Morning,680
19,TRUE,Business,Afternoon,680
19,TRUE,Business,Evening,680
19,FALSE,FirstClass,Morning,383
19,FALSE,FirstClass,Afternoon,383
19,FALSE,FirstClass,Evening,383
19,TRUE,FirstClass,Morning,680
19,TRUE,FirstClass,Afternoon,680
19,TRUE,FirstClass,Evening,680
20,FALSE,Economy,Morning,159
20,FALSE,Economy,Afternoon,181
20,FALSE,Economy,Evening,159
20,TRUE,Economy,Morning,296
20,TRUE,Economy,Afternoon,378
20,TRUE,Economy,Evening,296
20,FALSE,Business,Morning,353
20,FALSE,Business,Afternoon,383
20,FALSE,Business,Evening,353
20,TRUE,Business,Morning,662
20,TRUE,Business,Afternoon,765
20,TRUE,Business,Evening,662
20,FALSE,FirstClass,Morning,353
20,FALSE,FirstClass,Afternoon,383
20,FALSE,FirstClass,Evening,353
20,TRUE,FirstClass,Morning,662
20,TRUE,FirstClass,Afternoon,765
20,TRUE,FirstClass,Evening,662
21,FALSE,Economy,Morning,159
21,FALSE,Economy,Afternoon,207
21,FALSE,Economy,Evening,187
21,TRUE,Economy,Morning,217
21,TRUE,Economy,Afternoon,300
21,TRUE,Economy,Evening,280
21,FALSE,Business,Morning,353
21,FALSE,Business,Afternoon,383
21,FALSE,Business,Evening,383
21,TRUE,Business,Morning,585
21,TRUE,Business,Afternoon,670
21,TRUE,Business,Evening,670
21,FALSE,FirstClass,Morning,353
21,FALSE,FirstClass,Afternoon,383
21,FALSE,FirstClass,Evening,383
21,TRUE,FirstClass,Morning,585
21,TRUE,FirstClass,Afternoon,670
21,TRUE,FirstClass,Evening,670
22,FALSE,Economy,Morning,225
22,FALSE,Economy,Afternoon,187
22,FALSE,Economy,Evening,167
22,TRUE,Economy,Morning,320
22,TRUE,Economy,Afternoon,329
22,TRUE,Economy,Evening,260
22,FALSE,Business,Morning,383
22,FALSE,Business,Afternoon,383
22,FALSE,Business,Evening,383
22,TRUE,Business,Morning,662
22,TRUE,Business,Afternoon,662
22,TRUE,Business,Evening,662
22,FALSE,FirstClass,Morning,383
22,FALSE,FirstClass,Afternoon,383
22,FALSE,FirstClass,Evening,383
22,TRUE,FirstClass,Morning,662
22,TRUE,FirstClass,Afternoon,662
22,TRUE,FirstClass,Evening,662
23,FALSE,Economy,Morning,239
23,FALSE,Economy,Afternoon,228
23,FALSE,Economy,Evening,228
23,TRUE,Economy,Morning,329
23,TRUE,Economy,Afternoon,410
23,TRUE,Economy,Evening,317
23,FALSE,Business,Morning,383
23,FALSE,Business,Afternoon,497
23,FALSE,Business,Evening,456
23,TRUE,Business,Morning,662
23,TRUE,Business,Afternoon,771
23,TRUE,Business,Evening,738
23,FALSE,FirstClass,Morning,383
23,FALSE,FirstClass,Afternoon,497
23,FALSE,FirstClass,Evening,456
23,TRUE,FirstClass,Morning,662
23,TRUE,FirstClass,Afternoon,771
23,TRUE,FirstClass,Evening,738
24,FALSE,Economy,Morning,239
24,FALSE,Economy,Afternoon,313
24,FALSE,Economy,Evening,239
24,TRUE,Economy,Morning,391
24,TRUE,Economy,Afternoon,487
24,TRUE,Economy,Evening,397
24,FALSE,Business,Morning,383
24,FALSE,Business,Afternoon,473
24,FALSE,Business,Evening,383
24,TRUE,Business,Morning,735
24,TRUE,Business,Afternoon,825
24,TRUE,Business,Evening,735
24,FALSE,FirstClass,Morning,383
24,FALSE,FirstClass,Afternoon,473
24,FALSE,FirstClass,Evening,383
24,TRUE,FirstClass,Morning,735
24,TRUE,FirstClass,Afternoon,825
24,TRUE,FirstClass,Evening,735
25,FALSE,Economy,Morning,159
25,FALSE,Economy,Afternoon,159
25,FALSE,Economy,Evening,159
25,TRUE,Economy,Morning,317
25,TRUE,Economy,Afternoon,317
25,TRUE,Economy,Evening,317
25,FALSE,Business,Morning,353
25,FALSE,Business,Afternoon,383
25,FALSE,Business,Evening,353
25,TRUE,Business,Morning,705
25,TRUE,Business,Afternoon,735
25,TRUE,Business,Evening,705
25,FALSE,FirstClass,Morning,353
25,FALSE,FirstClass,Afternoon,383
25,FALSE,FirstClass,Evening,353
25,TRUE,FirstClass,Morning,705
25,TRUE,FirstClass,Afternoon,735
25,TRUE,FirstClass,Evening,705
26,FALSE,Economy,Morning,159
26,FALSE,Economy,Afternoon,159
26,FALSE,Economy,Evening,159
26,TRUE,Economy,Morning,181
26,TRUE,Economy,Afternoon,249
26,TRUE,Economy,Evening,181
26,FALSE,Business,Morning,353
26,FALSE,Business,Afternoon,353
26,FALSE,Business,Evening,353
26,TRUE,Business,Morning,559
26,TRUE,Business,Afternoon,632
26,TRUE,Business,Evening,559
26,FALSE,FirstClass,Morning,353
26,FALSE,FirstClass,Afternoon,353
26,FALSE,FirstClass,Evening,353
26,TRUE,FirstClass,Morning,559
26,TRUE,FirstClass,Afternoon,632
26,TRUE,FirstClass,Evening,559
27,FALSE,Economy,Morning,159
27,FALSE,Economy,Afternoon,180
27,FALSE,Economy,Evening,159
27,TRUE,Economy,Morning,217
27,TRUE,Economy,Afternoon,280
27,TRUE,Economy,Evening,217
27,FALSE,Business,Morning,353
27,FALSE,Business,Afternoon,383
27,FALSE,Business,Evening,383
27,TRUE,Business,Morning,585
27,TRUE,Business,Afternoon,670
27,TRUE,Business,Evening,670
27,FALSE,FirstClass,Morning,353
27,FALSE,FirstClass,Afternoon,383
27,FALSE,FirstClass,Evening,383
27,TRUE,FirstClass,Morning,585
27,TRUE,FirstClass,Afternoon,670
27,TRUE,FirstClass,Evening,670
28,FALSE,Economy,Morning,187
28,FALSE,Economy,Afternoon,215
28,FALSE,Economy,Evening,180
28,TRUE,Economy,Morning,280
28,TRUE,Economy,Afternoon,308
28,TRUE,Economy,Evening,273
28,FALSE,Business,Morning,383
28,FALSE,Business,Afternoon,383
28,FALSE,Business,Evening,448
28,TRUE,Business,Morning,670
28,TRUE,Business,Afternoon,670
28,TRUE,Business,Evening,773
28,FALSE,FirstClass,Morning,383
28,FALSE,FirstClass,Afternoon,383
28,FALSE,FirstClass,Evening,448
28,TRUE,FirstClass,Morning,670
28,TRUE,FirstClass,Afternoon,670
28,TRUE,FirstClass,Evening,715
29,FALSE,Economy,Morning,239
29,FALSE,Economy,Afternoon,241
29,FALSE,Economy,Evening,200
29,TRUE,Economy,Morning,318
29,TRUE,Economy,Afternoon,305
29,TRUE,Economy,Evening,294
29,FALSE,Business,Morning,465
29,FALSE,Business,Afternoon,449
29,FALSE,Business,Evening,383
29,TRUE,Business,Morning,741
29,TRUE,Business,Afternoon,677
29,TRUE,Business,Evening,662
29,FALSE,FirstClass,Morning,473
29,FALSE,FirstClass,Afternoon,449
29,FALSE,FirstClass,Evening,383
29,TRUE,FirstClass,Morning,741
29,TRUE,FirstClass,Afternoon,677
29,TRUE,FirstClass,Evening,662
30,FALSE,Economy,Morning,239
30,FALSE,Economy,Afternoon,257
30,FALSE,Economy,Evening,282
30,TRUE,Economy,Morning,329
30,TRUE,Economy,Afternoon,368
30,TRUE,Economy,Evening,318
30,FALSE,Business,Morning,383
30,FALSE,Business,Afternoon,487
30,FALSE,Business,Evening,481
30,TRUE,Business,Morning,662
30,TRUE,Business,Afternoon,772
30,TRUE,Business,Evening,703
30,FALSE,FirstClass,Morning,383
30,FALSE,FirstClass,Afternoon,487
30,FALSE,FirstClass,Evening,481
30,TRUE,FirstClass,Morning,662
30,TRUE,FirstClass,Afternoon,772
30,TRUE,FirstClass,Evening,703
31,FALSE,Economy,Morning,279
31,FALSE,Economy,Afternoon,282
31,FALSE,Economy,Evening,207
31,TRUE,Economy,Morning,438
31,TRUE,Economy,Afternoon,478
31,TRUE,Economy,Evening,360
31,FALSE,Business,Morning,473
31,FALSE,Business,Afternoon,527
31,FALSE,Business,Evening,425
31,TRUE,Business,Morning,825
31,TRUE,Business,Afternoon,880
31,TRUE,Business,Evening,771
31,FALSE,FirstClass,Morning,473
31,FALSE,FirstClass,Afternoon,527
31,FALSE,FirstClass,Evening,425
31,TRUE,FirstClass,Morning,825
31,TRUE,FirstClass,Afternoon,880
31,TRUE,FirstClass,Evening,772
32,FALSE,Economy,Morning,207
32,FALSE,Economy,Afternoon,187
32,FALSE,Economy,Evening,167
32,TRUE,Economy,Morning,360
32,TRUE,Economy,Afternoon,397
32,TRUE,Economy,Evening,320
32,FALSE,Business,Morning,383
32,FALSE,Business,Afternoon,383
32,FALSE,Business,Evening,383
32,TRUE,Business,Morning,735
32,TRUE,Business,Afternoon,735
32,TRUE,Business,Evening,735
32,FALSE,FirstClass,Morning,383
32,FALSE,FirstClass,Afternoon,383
32,FALSE,FirstClass,Evening,383
32,TRUE,FirstClass,Morning,735
32,TRUE,FirstClass,Afternoon,735
32,TRUE,FirstClass,Evening,735
33,FALSE,Economy,Morning,159
33,FALSE,Economy,Afternoon,159
33,FALSE,Economy,Evening,159
33,TRUE,Economy,Morning,209
33,TRUE,Economy,Afternoon,249
33,TRUE,Economy,Evening,209
33,FALSE,Business,Morning,353
33,FALSE,Business,Afternoon,353
33,FALSE,Business,Evening,353
33,TRUE,Business,Morning,577
33,TRUE,Business,Afternoon,632
33,TRUE,Business,Evening,577
33,FALSE,FirstClass,Morning,353
33,FALSE,FirstClass,Afternoon,353
33,FALSE,FirstClass,Evening,353
33,TRUE,FirstClass,Morning,577
33,TRUE,FirstClass,Afternoon,632
33,TRUE,FirstClass,Evening,577
34,FALSE,Economy,Morning,159
34,FALSE,Economy,Afternoon,159
34,FALSE,Economy,Evening,159
34,TRUE,Economy,Morning,189
34,TRUE,Economy,Afternoon,217
34,TRUE,Economy,Evening,189
34,FALSE,Business,Morning,353
34,FALSE,Business,Afternoon,353
34,FALSE,Business,Evening,353
34,TRUE,Business,Morning,567
34,TRUE,Business,Afternoon,585
34,TRUE,Business,Evening,567
34,FALSE,FirstClass,Morning,353
34,FALSE,FirstClass,Afternoon,353
34,FALSE,FirstClass,Evening,353
34,TRUE,FirstClass,Morning,567
34,TRUE,FirstClass,Afternoon,585
34,TRUE,FirstClass,Evening,567
35,FALSE,Economy,Morning,159
35,FALSE,Economy,Afternoon,159
35,FALSE,Economy,Evening,159
35,TRUE,Economy,Morning,197
35,TRUE,Economy,Afternoon,197
35,TRUE,Economy,Evening,197
35,FALSE,Business,Morning,353
35,FALSE,Business,Afternoon,383
35,FALSE,Business,Evening,353
35,TRUE,Business,Morning,575
35,TRUE,Business,Afternoon,670
35,TRUE,Business,Evening,575
35,FALSE,FirstClass,Morning,353
35,FALSE,FirstClass,Afternoon,383
35,FALSE,FirstClass,Evening,353
35,TRUE,FirstClass,Morning,575
35,TRUE,FirstClass,Afternoon,670
35,TRUE,FirstClass,Evening,575
36,FALSE,Economy,Morning,159
36,FALSE,Economy,Afternoon,159
36,FALSE,Economy,Evening,159
36,TRUE,Economy,Morning,209
36,TRUE,Economy,Afternoon,189
36,TRUE,Economy,Evening,189
36,FALSE,Business,Morning,353
36,FALSE,Business,Afternoon,353
36,FALSE,Business,Evening,353
36,TRUE,Business,Morning,577
36,TRUE,Business,Afternoon,567
36,TRUE,Business,Evening,567
36,FALSE,FirstClass,Morning,353
36,FALSE,FirstClass,Afternoon,353
36,FALSE,FirstClass,Evening,353
36,TRUE,FirstClass,Morning,577
36,TRUE,FirstClass,Afternoon,567
36,TRUE,FirstClass,Evening,567
37,FALSE,Economy,Morning,159
37,FALSE,Economy,Afternoon,159
37,FALSE,Economy,Evening,159
37,TRUE,Economy,Morning,181
37,TRUE,Economy,Afternoon,209
37,TRUE,Economy,Evening,209
37,FALSE,Business,Morning,353
37,FALSE,Business,Afternoon,353
37,FALSE,Business,Evening,383
37,TRUE,Business,Morning,559
37,TRUE,Business,Afternoon,577
37,TRUE,Business,Evening,662
37,FALSE,FirstClass,Morning,353
37,FALSE,FirstClass,Afternoon,353
37,FALSE,FirstClass,Evening,383
37,TRUE,FirstClass,Morning,559
37,TRUE,FirstClass,Afternoon,577
37,TRUE,FirstClass,Evening,662
38,FALSE,Economy,Morning,159
38,FALSE,Economy,Afternoon,159
38,FALSE,Economy,Evening,159
38,TRUE,Economy,Morning,317
38,TRUE,Economy,Afternoon,317
38,TRUE,Economy,Evening,317
38,FALSE,Business,Morning,353
38,FALSE,Business,Afternoon,353
38,FALSE,Business,Evening,353
38,TRUE,Business,Morning,725
38,TRUE,Business,Afternoon,725
38,TRUE,Business,Evening,725
38,FALSE,FirstClass,Morning,353
38,FALSE,FirstClass,Afternoon,353
38,FALSE,FirstClass,Evening,353
38,TRUE,FirstClass,Morning,725
38,TRUE,FirstClass,Afternoon,725
38,TRUE,FirstClass,Evening,725
39,FALSE,Economy,Morning,159
39,FALSE,Economy,Afternoon,159
39,FALSE,Economy,Evening,159
39,TRUE,Economy,Morning,317
39,TRUE,Economy,Afternoon,317
39,TRUE,Economy,Evening,317
39,FALSE,Business,Morning,353
39,FALSE,Business,Afternoon,383
39,FALSE,Business,Evening,353
39,TRUE,Business,Morning,725
39,TRUE,Business,Afternoon,755
39,TRUE,Business,Evening,725
39,FALSE,FirstClass,Morning,353
39,FALSE,FirstClass,Afternoon,383
39,FALSE,FirstClass,Evening,353
39,TRUE,FirstClass,Morning,725
39,TRUE,FirstClass,Afternoon,755
39,TRUE,FirstClass,Evening,725
40,FALSE,Economy,Morning,159
40,FALSE,Economy,Afternoon,159
40,FALSE,Economy,Evening,159
40,TRUE,Economy,Morning,181
40,TRUE,Economy,Afternoon,181
40,TRUE,Economy,Evening,181
40,FALSE,Business,Morning,353
40,FALSE,Business,Afternoon,353
40,FALSE,Business,Evening,353
40,TRUE,Business,Morning,579
40,TRUE,Business,Afternoon,579
40,TRUE,Business,Evening,579
40,FALSE,FirstClass,Morning,353
40,FALSE,FirstClass,Afternoon,353
40,FALSE,FirstClass,Evening,353
40,TRUE,FirstClass,Morning,579
40,TRUE,FirstClass,Afternoon,579
40,TRUE,FirstClass,Evening,579
41,FALSE,Economy,Morning,159
41,FALSE,Economy,Afternoon,159
41,FALSE,Economy,Evening,159
41,TRUE,Economy,Morning,189
41,TRUE,Economy,Afternoon,189
41,TRUE,Economy,Evening,189
41,FALSE,Business,Morning,353
41,FALSE,Business,Afternoon,353
41,FALSE,Business,Evening,353
41,TRUE,Business,Morning,587
41,TRUE,Business,Afternoon,587
41,TRUE,Business,Evening,587
41,FALSE,FirstClass,Morning,353
41,FALSE,FirstClass,Afternoon,353
41,FALSE,FirstClass,Evening,353
41,TRUE,FirstClass,Morning,587
41,TRUE,FirstClass,Afternoon,587
41,TRUE,FirstClass,Evening,587
42,FALSE,Economy,Morning,159
42,FALSE,Economy,Afternoon,159
42,FALSE,Economy,Evening,159
42,TRUE,Economy,Morning,197
42,TRUE,Economy,Afternoon,197
42,TRUE,Economy,Evening,197
42,FALSE,Business,Morning,373
42,FALSE,Business,Afternoon,373
42,FALSE,Business,Evening,373
42,TRUE,Business,Morning,615
42,TRUE,Business,Afternoon,615
42,TRUE,Business,Evening,615
42,FALSE,FirstClass,Morning,373
42,FALSE,FirstClass,Afternoon,373
42,FALSE,FirstClass,Evening,373
42,TRUE,FirstClass,Morning,615
